carat,cut,color,clarity,depth,table,x,y,z
0.46135330026279653,-0.08860766736323761,-0.9505890644941415,0.6490809621826011,-1.4603692246323452,0.6876479718277074,0.720128741775788,0.6592803706749443,0.4885786247177064
3.025816958078021,-0.9798650312245136,0.23207648232911826,1.2619244368852878,-1.1144485114194134,1.1302187281067715,2.4582537412460232,2.525733218913058,2.2899405933624024
-0.8849901200901964,0.8026496964980384,-0.9505890644941415,0.03623748747991444,-0.35342294235096255,-0.6400642970094848,-0.9463209999843345,-0.9186387039224956,-0.9641326403183387
-0.8636195896084028,-0.9798650312245136,-0.3592562910825116,-1.189449461925459,0.2000501987897263,-1.5252058095676129,-0.9194427783430419,-0.9096220234962247,-0.8914970770665366
0.4827238307445901,-0.9798650312245136,0.8234092557407481,0.6490809621826011,-0.35342294235096255,-0.6400642970094848,0.6842911129207316,0.7043637728062995,0.6483768638716711
2.59840634844215,1.6939070603593145,1.414742029152378,1.2619244368852878,-1.8062899378452768,0.6876479718277074,2.117796267122987,2.174082682288487,1.839600101201228
-1.0559543639445448,-0.9798650312245136,-0.3592562910825116,-2.4151364113308325,0.338418484074901,-1.967776565846677,-1.2419814380385497,-1.2161891579894415,-1.196566442724106
-0.20113314467280324,-0.08860766736323761,-0.3592562910825116,0.6490809621826011,0.2692343414323136,0.6876479718277074,-0.04142087139416077,-0.007953980869116226,0.009183907255811455
0.439982769781003,2.5851644242205905,0.8234092557407481,0.03623748747991444,2.137206192782142,-1.082635053288549,0.5588594119280337,0.49698012300206496,0.808175103025636
-0.8208785286448158,0.8026496964980384,0.23207648232911826,-0.5766059872227722,-0.7685277982064816,-0.6400642970094848,-0.8029704845641088,-0.7743718171021581,-0.8624428517658157
-0.7781374676812287,-0.9798650312245136,-1.5419218379057713,-0.5766059872227722,-0.07668637178061811,-0.6400642970094848,-0.785051670136581,-0.783388497528429,-0.789807288514013
